mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,test_size,execution_time_seconds
115.85629105567932,22.784192404454743,0.26451382637023924,0.015939596982563187,10,100,"{'max_depth': 10, 'n_estimators': 100}",0.8613138686131386,0.7716535433070867,0.8666666666666667,0.8671328671328671,0.7826086956521738,0.8298751282743865,0.04325279044209639,5,0.25,5660.907363176346
157.82148923873902,13.30238231526216,0.4153930187225342,0.08927678019857761,10,150,"{'max_depth': 10, 'n_estimators': 150}",0.8613138686131386,0.7751937984496124,0.87248322147651,0.8671328671328671,0.7913669064748201,0.8334981324293895,0.04147115452284764,1,0.25,5660.907363176346
72.94217824935913,13.502926191073577,0.1823572635650635,0.032547862539764535,20,50,"{'max_depth': 20, 'n_estimators': 50}",0.8721804511278195,0.7586206896551725,0.8776978417266188,0.8372093023255813,0.8062015503875969,0.8303819670445577,0.04419703894581,4,0.25,5660.907363176346
99.20256481170654,10.199425922749594,0.22522034645080566,0.006003612038875901,20,100,"{'max_depth': 20, 'n_estimators': 100}",0.8721804511278195,0.7478260869565216,0.8840579710144927,0.8549618320610687,0.796875,0.8311802682319804,0.05131744380184018,2,0.25,5660.907363176346
172.30110034942626,13.020493405829846,0.41353960037231446,0.040218834784976315,20,150,"{'max_depth': 20, 'n_estimators': 150}",0.8636363636363635,0.7478260869565216,0.8920863309352519,0.8461538461538461,0.796875,0.8293155255363966,0.051175266050430934,6,0.25,5660.907363176346
76.00690860748291,12.57455884813525,0.19936723709106446,0.041007280905284146,30,50,"{'max_depth': 30, 'n_estimators': 50}",0.8787878787878789,0.7478260869565216,0.8840579710144927,0.8372093023255813,0.8062015503875969,0.8308165578944141,0.05033901020421976,3,0.25,5660.907363176346
119.55816626548767,12.712316144727625,0.2865279197692871,0.009894345000129371,30,100,"{'max_depth': 30, 'n_estimators': 100}",0.8721804511278195,0.7368421052631579,0.8840579710144927,0.8461538461538461,0.8062015503875969,0.8290871847893826,0.05329726978152485,7,0.25,5660.907363176346
189.45113277435303,10.604978908688642,0.45491514205932615,0.0687260396188935,30,150,"{'max_depth': 30, 'n_estimators': 150}",0.8702290076335878,0.7478260869565216,0.8776978417266188,0.8372093023255813,0.796875,0.825967447728462,0.04840235825111455,9,0.25,5660.907363176346
6.283566236495972,0.17201991353796212,0.05213603973388672,0.0020153351572842503,5,10,"{'max_depth': 5, 'n_estimators': 10}",0.6009852216748769,0.4840182648401827,0.47719298245614034,0.36111111111111116,0.5086206896551724,0.4863856539474966,0.07669586502468413,4,0.25,6822.180306196213
119.97769184112549,16.784523713124095,0.36025257110595704,0.05495337210415745,5,200,"{'max_depth': 5, 'n_estimators': 200}",0.7393939393939394,0.6625766871165644,0.6044444444444445,0.6213592233009708,0.6703910614525139,0.6596330711416865,0.046897478141474616,3,0.25,6822.180306196213
10.289020681381226,0.3749870578354872,0.053549766540527344,0.0032180278846372133,39,10,"{'max_depth': 39, 'n_estimators': 10}",0.8787878787878789,0.7368421052631579,0.8970588235294118,0.8095238095238095,0.7777777777777779,0.8199980789764071,0.060335361159113914,2,0.25,6822.180306196213
1121.3138996601106,1696.4556743686553,0.46969332695007326,0.036906656874493626,39,200,"{'max_depth': 39, 'n_estimators': 200}",0.8702290076335878,0.7478260869565216,0.8776978417266188,0.8636363636363635,0.796875,0.8312528599906184,0.050728357825451445,1,0.25,6822.180306196213
421.3101170539856,96.90197242124557,0.9356522560119629,0.3588849393614697,10,200,"{'max_depth': 10, 'n_estimators': 200}",0.8613138686131386,0.765625,0.87248322147651,0.8671328671328671,0.7913669064748201,0.8315843727394672,0.0442455368404266,2,0.25,3924.6474997997284
292.35821022987363,56.14117693690046,0.608466100692749,0.07006246856780585,10,250,"{'max_depth': 10, 'n_estimators': 250}",0.8613138686131386,0.765625,0.87248322147651,0.8732394366197183,0.7913669064748201,0.8328056866368374,0.04528206820925564,1,0.25,3924.6474997997284
57.468603420257566,4.49859656761026,0.16800732612609864,0.042355325769796184,39,50,"{'max_depth': 39, 'n_estimators': 50}",0.8787878787878789,0.7478260869565216,0.8840579710144927,0.828125,0.8062015503875969,0.8289996974292979,0.05023933147344013,1,0.25,372.1244373321533
